Citizen ID,mvar_1,mvar_2,mvar_3,mvar_4,mvar_5,mvar_6,mvar_7,mvar_8,mvar_9,mvar_10,mvar_11,mvar_12,mvar_13,mvar_14,mvar_15,mvar_16,mvar_17,mvar_18,mvar_19,mvar_20,mvar_21,mvar_22,mvar_23,mvar_24,mvar_25,mvar_26,mvar_27,mvar_28,mvar_29,mvar_30
C67771,CENTAUR,$499 ,$604 ,$125 ,$113 ,$146 ,26,53,3,70,13,Teacher,12,3,25-35,0,0,3,38,0.9,2,MBA,2,,,,2,,,145000
C67772,CENTAUR,$164 ,$355 ,$25 ,$66 ,$188 ,6,56,0,140,20,Magician,12,2,45-55,1,1,4,6,0.5,5,primary,25,2,,19,76,30,0,100000
C67773,COSMOS,$306 ,$15 ,$104 ,$40 ,$101 ,4,0,2,2,0,Consultant,12,4,35-45,0,0,1,43,0.8,5,primary,,,,1,3,2,0,150000
C67774,CENTAUR,$236 ,$122 ,$50 ,$40 ,$112 ,5,3,4,4,0,Consultant,12,3,55+,0,0,1,2,0.2,3,primary,,,,1,1,,,80000
C67775,CENTAUR,"$1,198 ",$496 ,$27 ,$111 ,$512 ,19,58,1,101,12,Magician,12,2,18-24,1,0,1,40,1,3,primary,2,,,,2,,0,1200000
C67776,CENTAUR,$227 ,"$1,987 ",$211 ,$190 ,$240 ,5,314,18,267,60,Others,12,4,35-45,0,1,1,19,0.7,3,primary,6,,,2,12,4,,0
C67777,EBONY,$14 ,$299 ,$40 ,$64 ,$126 ,1,19,1,22,9,Magician,12,5,35-45,0,1,3,36,1,3,MBA,,,,1,3,2,0,225000
C67778,CENTAUR,$494 ,$698 ,$338 ,$45 ,$664 ,6,116,5,449,9,Magician,12,4,18-24,0,1,3,16,0.9,4,primary,,,2,,2,,0,100000
C67779,COSMOS,$10 ,$27 ,$25 ,$46 ,$111 ,0,3,0,63,6,Middle Magement,12,3,35-45,0,0,1,39,0.9,4,primary,,,,3,5,2,1,0
C67780,CENTAUR,$10 ,"$3,172 ",$25 ,$51 ,$572 ,0,69,0,203,3,Consultant,12,3,45-55,1,0,4,16,0.6,4,primary,1,,,,1,,0,300000
C67781,CENTAUR,"$4,493 ","$1,713 ","$1,215 ",$57 ,$208 ,34,12,24,95,2,Others,12,4,35-45,1,0,4,42,0.7,3,primary,1,,,,1,,,0
C67782,CENTAUR,"$20,605 ",$105 ,$169 ,$61 ,$148 ,89,13,9,56,3,Consultant,12,2,25-35,1,0,1,43,0.1,3,primary,,,,2,2,,0,75000
C67783,COSMOS,$16 ,$778 ,$38 ,$58 ,$952 ,4,78,1,153,4,Others,12,3,55+,1,1,3,18,0.5,5,primary,,,,16,30,14,,0
C67784,COSMOS,$25 ,$15 ,$25 ,$40 ,$106 ,1,0,0,18,0,Consultant,12,3,35-45,1,1,4,2,0.8,2,MBA,,,,6,11,5,0,115000
C67785,COSMOS,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Consultant,12,4,55+,1,0,4,32,0.3,3,MBA,,,,5,10,5,0,104000
C67786,COSMOS,$367 ,$71 ,$61 ,$58 ,$112 ,5,10,1,39,10,Consultant,12,4,45-55,1,0,2,35,0.4,4,primary,,,,1,3,2,0,160000
C67787,TOKUGAWA,$106 ,"$1,942 ",$156 ,$96 ,$262 ,10,127,5,280,22,Magician,12,2,25-35,1,1,4,35,0.9,1,primary,2,,,,2,,0,125000
C67788,CENTAUR,$10 ,$251 ,$25 ,$40 ,$172 ,0,25,0,115,0,Teacher,12,4,35-45,0,0,2,9,0.8,5,primary,4,,,1,5,,0,120000
C67789,EBONY,$10 ,$19 ,$25 ,$40 ,$112 ,0,1,0,28,0,Middle Magement,12,5,18-24,0,0,4,11,0.2,2,primary,,,,2,2,,0,65000
C67790,CENTAUR,$10 ,$15 ,$25 ,$40 ,$100 ,0,0,0,3,0,Pilot,28,4,35-45,0,1,1,42,0.3,3,primary,2,,,2,4,,0,140000
C67791,CENTAUR,$10 ,$15 ,$25 ,$40 ,$111 ,0,0,0,11,0,Others,28,2,55+,1,1,2,35,0.3,5,primary,3,,,,3,,,0
C67792,CENTAUR,$64 ,$210 ,$42 ,$50 ,$160 ,1,37,1,75,3,Senior Magement,28,4,35-45,0,0,0,41,0.9,4,MBA,6,,,3,12,3,0,95000
C67793,ODYSSEY,$62 ,$366 ,$51 ,$136 ,$261 ,1,34,4,256,30,Others,28,5,45-55,0,1,3,2,0.2,4,primary,,,,,0,,,0
C67794,TOKUGAWA,$338 ,$552 ,$31 ,$97 ,$428 ,9,72,3,253,17,Director,28,3,35-45,0,1,4,41,0.8,2,primary,1,,,23,41,17,0,0
C67795,COSMOS,$94 ,$808 ,$565 ,$82 ,$191 ,6,71,17,94,12,Others,28,3,25-35,0,0,3,30,0.3,5,primary,4,,,1,5,,,0
C67796,CENTAUR,"$1,545 ",$164 ,$327 ,$43 ,$269 ,40,6,7,54,1,Consultant,28,5,25-35,0,1,4,50,0.9,2,MBA,10,,,,12,2,1,0
C67797,CENTAUR,"$4,035 ",$476 ,"$1,114 ",$79 ,$105 ,16,36,20,8,1,Self Employed,28,3,25-35,1,1,3,3,0.4,4,primary,11,,2,,13,,0,200000
C67798,CENTAUR,$899 ,"$2,796 ",$250 ,$178 ,$367 ,19,245,15,354,65,Others,28,2,35-45,1,1,1,40,0.2,3,MBA,,,,,0,,,0
C67799,COSMOS,$10 ,$15 ,$25 ,$41 ,$125 ,0,0,0,5,1,Military,28,2,18-24,1,1,2,27,0.3,3,primary,,,,,0,,0,125000
C67800,CENTAUR,$319 ,$150 ,$103 ,$55 ,$157 ,18,17,8,95,3,Magician,28,3,55+,1,1,3,32,0.3,1,primary,15,,,2,21,4,0,662000
C67801,EBONY,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Senior Magement,28,4,25-35,0,1,2,26,0.1,4,primary,,,,3,5,2,0,150000
C67802,CENTAUR,$151 ,$178 ,$25 ,$43 ,$129 ,10,6,0,51,1,Magician,28,1,35-45,0,0,4,20,0.7,4,primary,1,,,,2,1,0,100000
C67803,COSMOS,$94 ,$467 ,$86 ,$95 ,$330 ,3,69,3,266,11,Middle Magement,28,3,25-35,0,1,1,6,1,4,primary,,,,1,3,2,1,0
C67804,COSMOS,$10 ,$177 ,$25 ,$40 ,$160 ,0,19,0,43,0,Director,28,4,55+,0,0,1,3,0.1,2,primary,,,,3,8,5,0,100000
C67805,CENTAUR,$10 ,$58 ,$25 ,$42 ,$123 ,0,4,0,32,2,Pilot,28,4,35-45,0,0,3,12,0.6,5,MBA,,,,,0,,0,200000
C67806,COSMOS,$10 ,$133 ,$25 ,$115 ,$158 ,0,25,0,80,34,Magician,28,1,45-55,1,1,2,40,0.9,2,primary,,,,1,3,2,0,74300
C67807,TOKUGAWA,$518 ,$105 ,$166 ,$109 ,$197 ,25,14,15,87,24,Consultant,28,4,45-55,1,0,0,2,0.9,3,primary,,2,,3,8,3,0,130000
C67808,CENTAUR,$212 ,"$6,617 ",$222 ,$40 ,$208 ,4,36,11,78,0,Others,28,3,35-45,1,0,0,8,0.2,3,primary,3,,,,3,,,0
C67809,ODYSSEY,"$1,320 ","$7,167 ",$411 ,$40 ,"$2,469 ",16,49,18,23,0,Doctor,28,2,18-24,0,1,2,5,0.8,4,primary,,,,,17,17,0,850000
C67810,COSMOS,"$1,717 ","$1,510 ",$675 ,$78 ,$344 ,42,149,29,331,26,Teacher,28,3,25-35,1,0,5,4,0.9,3,primary,,,,3,3,,1,0
C67811,ODYSSEY,"$5,505 ","$9,753 ","$2,909 ",$114 ,$637 ,170,465,103,233,6,Others,28,4,45-55,0,0,1,38,0.2,4,MBA,,,,,1,1,,0
C67812,COSMOS,"$1,291 ","$1,840 ",$266 ,$77 ,$217 ,38,200,21,264,15,Others,28,4,55+,1,0,2,15,0.4,5,primary,,,,6,10,4,,0
C67813,EBONY,$10 ,$23 ,$25 ,$40 ,$100 ,0,1,0,2,0,Magician,28,1,35-45,0,1,5,22,0.2,4,primary,,,,3,5,2,0,148000
C67814,CENTAUR,$466 ,$136 ,$142 ,$44 ,$280 ,26,5,6,82,3,Others,28,2,35-45,0,1,5,18,0.9,3,primary,2,,,,2,,,0
C67815,CENTAUR,$10 ,$15 ,$25 ,$40 ,$100 ,5,0,0,0,0,Middle Magement,28,3,45-55,1,1,0,13,0.9,4,primary,1,,,1,2,,0,90000
C67816,EBONY,$10 ,$15 ,$25 ,$60 ,$118 ,0,0,0,14,11,Director,28,2,35-45,0,0,0,8,0.6,4,MBA,,,,9,33,24,0,0
C67817,CENTAUR,$249 ,$77 ,$25 ,$54 ,$133 ,4,11,0,45,3,Others,28,4,35-45,1,1,0,35,0.2,4,primary,1,,,,1,,,0
C67818,COSMOS,$10 ,$67 ,$35 ,$47 ,$107 ,0,29,1,30,6,Director,28,3,55+,0,0,2,43,0.9,4,primary,,,,3,3,,0,65000
C67819,TOKUGAWA,"$1,218 ","$1,053 ",$567 ,$41 ,$180 ,39,151,46,157,2,Others,28,1,25-35,0,0,3,14,0.3,5,primary,,,,1,8,7,,0
C67820,EBONY,$10 ,$15 ,$393 ,$40 ,$100 ,0,0,2,0,0,Others,28,2,45-55,0,1,4,46,0.4,2,primary,,,,2,5,3,,0
C67821,ODYSSEY,$348 ,$191 ,$346 ,$43 ,$179 ,7,8,8,49,3,Others,28,2,35-45,0,1,3,21,0.6,3,primary,6,,2,8,26,10,,0
C67822,CENTAUR,$10 ,$15 ,$25 ,$40 ,$101 ,0,0,0,1,0,Senior Magement,28,4,25-35,0,0,4,44,0.3,2,primary,,,,,0,,0,140000
C67823,ODYSSEY,$608 ,$132 ,$25 ,$83 ,$363 ,15,17,0,183,14,Others,28,2,18-24,1,0,1,37,0.5,2,MBA,,,,,0,,,0
C67824,CENTAUR,$226 ,$237 ,$109 ,$80 ,$345 ,5,19,6,21,16,Teacher,28,4,25-35,0,0,4,12,0.3,2,primary,9,,,2,13,2,1,0
C67825,COSMOS,$867 ,"$1,418 ",$742 ,$46 ,$252 ,26,181,27,223,6,Middle Magement,28,1,55+,0,0,3,16,0.6,2,primary,,,,,0,,0,225000
C67826,ODYSSEY,$99 ,$601 ,$330 ,$137 ,$297 ,1,57,15,94,13,Others,28,1,25-35,0,0,2,17,0.2,4,primary,,,,1,7,6,,0
C67827,CENTAUR,$847 ,$128 ,$25 ,$62 ,$365 ,8,6,0,49,1,Others,28,3,18-24,1,1,1,39,0.7,4,primary,4,,,,4,,,0
C67828,ODYSSEY,"$1,355 ","$1,415 ",$895 ,$48 ,$284 ,25,166,16,308,14,Others,28,2,35-45,0,1,3,38,0.6,3,primary,19,,4,1,24,,,0
C67829,COSMOS,$53 ,$26 ,$25 ,$43 ,$108 ,1,1,0,1,1,Consultant,28,5,45-55,1,0,0,3,0.3,4,primary,,,,3,5,2,1,0
C67830,EBONY,"$4,092 ",$443 ,"$1,230 ",$55 ,$158 ,48,103,24,54,22,Consultant,28,5,45-55,0,1,3,47,1,3,primary,1,,,3,4,,0,210000
C67831,CENTAUR,"$4,096 ","$4,023 ","$1,703 ",$71 ,$315 ,119,468,68,262,16,Others,28,1,45-55,1,1,5,20,0.4,2,primary,3,,,,3,,,0
C67832,CENTAUR,$114 ,"$1,597 ",$101 ,$76 ,$128 ,3,78,8,64,11,Others,28,2,35-45,1,1,3,8,0.8,3,MBA,3,,,,5,2,,0
C67833,COSMOS,$10 ,$30 ,$25 ,$40 ,$111 ,0,2,0,28,0,Consultant,28,2,18-24,1,1,1,33,0.3,4,MBA,1,,,1,2,,0,140000
C67834,CENTAUR,$10 ,$57 ,$25 ,$110 ,$219 ,0,2,0,60,33,Consultant,28,2,45-55,0,0,1,3,0.6,2,primary,,,,,0,,0,100000
C67835,ODYSSEY,"$3,240 ","$2,070 ","$2,122 ",$81 ,$247 ,48,112,50,204,12,Director,28,2,25-35,0,0,2,3,0.6,4,MBA,4,,,3,10,3,0,200000
C67836,EBONY,$19 ,$35 ,$197 ,$40 ,$166 ,1,4,3,104,1,Magician,28,4,18-24,1,0,1,11,0.2,5,MBA,,,,3,9,6,0,200000
C67837,ODYSSEY,$10 ,$15 ,$25 ,$40 ,$129 ,0,0,0,56,0,Teacher,28,3,35-45,1,1,0,42,0.2,4,MBA,1,,,1,12,10,0,100000
C67838,CENTAUR,$263 ,$242 ,$105 ,$196 ,$289 ,3,30,6,116,10,Consultant,28,1,35-45,1,0,3,4,0.7,3,primary,6,,,,6,,1,0
C67839,CENTAUR,$488 ,$801 ,$215 ,$63 ,$233 ,12,100,8,208,13,Social Worker,28,3,45-55,0,1,3,26,0.1,2,primary,4,,,2,6,,,0
C67840,CENTAUR,$58 ,$164 ,$45 ,$43 ,$131 ,5,13,2,34,7,Others,28,2,45-55,1,1,3,17,0.4,3,MBA,,,,9,16,7,,0
C67841,CENTAUR,"$55,143 ",$15 ,$25 ,$40 ,$100 ,554,0,0,1,0,Director,28,3,25-35,0,0,4,27,0.9,2,primary,5,,,6,16,5,0,50000
C67842,EBONY,$27 ,$25 ,$42 ,$47 ,$100 ,4,1,1,1,1,Magician,28,2,18-24,1,0,3,30,0.5,4,MBA,,,,2,2,,0,150000
C67843,COSMOS,$303 ,"$5,379 ",$64 ,$59 ,$200 ,27,272,3,75,6,Others,28,3,35-45,0,1,1,27,0.2,4,primary,6,,,,6,,,0
C67844,ODYSSEY,"$4,814 ","$11,368 ","$4,546 ",$130 ,$913 ,128,956,251,358,28,Others,28,1,55+,1,1,2,28,0.5,2,primary,6,,1,1,12,4,,0
C67845,COSMOS,$10 ,$60 ,$25 ,$48 ,$145 ,0,4,0,27,1,Janitor,28,5,55+,1,0,0,5,0.7,3,primary,,,,1,3,2,0,42000
C67846,COSMOS,$10 ,$20 ,$25 ,$40 ,$107 ,0,2,0,10,0,Doctor,28,3,35-45,0,0,3,3,0.3,5,MBA,,,,1,3,2,0,100000
C67847,CENTAUR,$408 ,$576 ,$136 ,$66 ,$272 ,5,65,8,185,13,Consultant,28,2,35-45,0,0,3,43,0.7,2,MBA,1,,,,1,,0,150000
C67848,CENTAUR,$10 ,"$1,180 ",$45 ,$40 ,$139 ,0,83,1,48,0,Others,28,3,18-24,1,1,0,33,0.7,5,MBA,,,,,0,,,0
C67849,CENTAUR,$10 ,$193 ,$84 ,$40 ,$160 ,0,28,1,55,0,Others,28,1,35-45,1,1,1,13,0.2,2,primary,,,,2,2,,,0
C67850,EBONY,"$1,033 ","$1,651 ",$358 ,$57 ,$210 ,10,106,9,214,13,Teacher,41,2,18-24,1,0,4,29,0.6,3,primary,,,,1,2,1,0,240000
C67851,ODYSSEY,$25 ,$739 ,$25 ,$55 ,$129 ,2,45,0,67,7,Director,41,1,18-24,1,0,5,47,0.7,4,primary,6,,,1,19,12,0,0
C67852,CENTAUR,$10 ,$22 ,$153 ,$67 ,$199 ,0,1,2,154,2,Others,41,3,55+,0,1,4,1,0.7,1,primary,3,,,,3,,,0
C67853,CENTAUR,$285 ,$472 ,$519 ,$69 ,$183 ,12,30,12,92,11,Director,41,3,25-35,1,0,1,7,0.9,2,primary,2,,,,2,,0,200000
C67854,COSMOS,$10 ,"$1,280 ",$30 ,$150 ,$185 ,0,213,1,147,47,Others,41,4,35-45,1,1,2,28,0.7,4,primary,,,,1,1,,,0
C67855,CENTAUR,$81 ,$254 ,$25 ,$106 ,$151 ,1,39,0,162,84,Others,41,2,25-35,0,1,2,5,0.5,3,primary,,,,,0,,,0
C67856,CENTAUR,$809 ,$510 ,$958 ,$53 ,$220 ,6,65,47,75,8,Director,41,3,25-35,1,1,4,29,0.4,4,primary,2,,,,2,,0,100000
C67857,COSMOS,$10 ,$150 ,$457 ,$42 ,$176 ,0,22,28,58,2,Others,41,4,45-55,0,1,4,17,0.9,3,primary,,,,7,17,10,,0
C67858,ODYSSEY,"$7,374 ","$2,451 ","$1,197 ",$387 ,$811 ,47,112,25,417,50,Doctor,41,2,35-45,1,0,1,6,0.4,2,primary,13,,6,,21,2,0,4500000
C67859,ODYSSEY,$10 ,$125 ,$108 ,$50 ,"$2,302 ",0,11,6,218,3,Director,41,3,35-45,0,1,1,2,0.3,5,primary,2,,,12,34,20,0,80000
C67860,TOKUGAWA,$10 ,$51 ,$25 ,$40 ,$152 ,0,11,0,57,0,Others,41,2,35-45,0,0,5,24,0.7,4,primary,3,,1,,4,,,0
C67861,COSMOS,$114 ,"$1,155 ","$1,019 ",$95 ,$367 ,6,108,44,85,12,Director,41,3,25-35,0,1,5,21,0.8,3,primary,,,,4,14,10,,1
C67862,EBONY,$10 ,$225 ,$25 ,$40 ,$106 ,0,5,3,5,0,Magician,41,4,35-45,1,0,4,8,0.2,4,primary,,,,1,3,2,0,120000
C67863,ODYSSEY,$702 ,"$7,463 ","$8,460 ",$351 ,$865 ,17,177,75,322,83,Others,41,1,35-45,1,0,3,22,1,3,primary,,4,,,17,13,,0
C67864,COSMOS,$10 ,$644 ,$240 ,$57 ,$180 ,0,35,18,232,5,Others,41,4,25-35,0,0,1,22,0.8,2,primary,3,,1,3,9,2,,0
C67865,ODYSSEY,$953 ,$679 ,$553 ,$126 ,$211 ,19,127,26,234,67,Others,41,3,45-55,1,0,4,45,0.1,1,primary,,,,3,9,6,,0
C67866,CENTAUR,$105 ,$54 ,$33 ,$82 ,$171 ,2,3,1,76,22,Others,41,3,25-35,1,0,0,18,0.5,4,MBA,3,,,,3,,,0
C67867,CENTAUR,$338 ,$40 ,$108 ,$40 ,$111 ,13,6,4,26,0,Magician,41,3,35-45,1,1,5,14,0.3,5,primary,2,,1,,3,,0,650000
C67868,COSMOS,$10 ,$146 ,$55 ,$59 ,$131 ,0,35,3,75,9,Others,41,2,45-55,1,0,3,25,1,3,primary,,,,6,12,6,,0
C67869,TOKUGAWA,$10 ,$655 ,$130 ,$224 ,$407 ,0,54,6,448,85,Others,41,1,35-45,0,0,3,35,0.4,1,MBA,16,,,,26,10,,0
C67870,CENTAUR,$10 ,$296 ,$25 ,$85 ,"$1,407 ",0,43,0,187,13,Consultant,41,1,45-55,0,1,4,9,0.5,2,primary,6,,,2,9,1,,95000
C67871,CENTAUR,"$1,128 ","$1,482 ",$718 ,$287 ,"$1,490 ",26,73,29,547,48,Magician,41,2,55+,1,1,1,39,0.5,2,primary,2,,,1,3,,0,70000000
C67872,CENTAUR,"$1,392 ","$1,660 ","$1,184 ",$54 ,$255 ,30,66,21,121,4,Others,41,2,35-45,1,1,2,18,0.6,4,primary,,,,,0,,,0
C67873,ODYSSEY,$10 ,"$1,440 ",$56 ,$42 ,$182 ,0,112,3,171,1,Others,41,2,35-45,1,0,1,40,0.6,3,primary,1,,,16,35,18,,0
C67874,CENTAUR,$80 ,$15 ,$25 ,$40 ,$101 ,1,0,0,2,0,Consultant,41,2,35-45,0,0,5,25,0.3,3,primary,,,,,0,,0,145000
C67875,COSMOS,$869 ,$232 ,$25 ,$125 ,$288 ,14,51,0,101,15,Doctor,41,4,25-35,0,1,5,27,0.4,4,primary,,,,17,20,3,2,0
C67876,TOKUGAWA,$203 ,$38 ,$85 ,$41 ,$116 ,12,5,6,16,1,Others,41,5,55+,0,0,1,36,0.3,3,primary,,,,,0,,,0
C67877,TOKUGAWA,$660 ,"$2,005 ",$947 ,$56 ,$222 ,22,83,17,53,7,Consultant,41,4,55+,0,0,2,9,0.5,2,primary,5,,,1,6,,0,400000
C67878,ODYSSEY,$710 ,"$3,916 ","$1,580 ",$407 ,"$1,323 ",10,62,34,204,17,Teacher,48,3,45-55,1,1,5,43,0.3,4,primary,,,,,16,16,0,1000000
C67879,CENTAUR,$630 ,$941 ,$49 ,$63 ,$239 ,8,33,1,57,2,Director,48,4,35-45,0,0,0,2,0.8,4,primary,,,,,0,,0,0
C67880,CENTAUR,$10 ,$299 ,$30 ,$67 ,$353 ,0,57,1,442,10,Others,48,3,45-55,0,1,0,45,0.8,5,primary,2,,,,2,,,0
C67881,CENTAUR,$92 ,$15 ,$25 ,$199 ,$413 ,1,0,0,103,25,Others,48,5,45-55,1,1,2,27,0.8,1,primary,5,,,,5,,,0
C67882,CENTAUR,$947 ,"$1,225 ",$536 ,$829 ,"$1,213 ",34,100,10,429,18,Consultant,48,3,18-24,1,1,3,7,0.4,4,MBA,2,,,,2,,0,150000
C67883,ODYSSEY,$10 ,$39 ,$45 ,$156 ,$173 ,0,8,1,128,37,Pilot,48,2,35-45,1,1,0,34,0.8,4,MBA,25,,,24,77,28,0,82000
C67884,CENTAUR,$29 ,$257 ,$56 ,$54 ,$148 ,2,24,3,97,7,Others,48,2,25-35,0,1,4,32,0.3,5,primary,25,,7,1,34,1,,0
C67885,CENTAUR,"$1,413 ","$1,030 ",$854 ,$50 ,$552 ,26,82,44,260,4,Magician,48,5,18-24,1,1,4,50,0.9,2,primary,4,,,,4,,0,45000
C67886,COSMOS,"$2,236 ",$35 ,"$5,896 ",$40 ,$144 ,26,4,9,50,0,Director,48,4,25-35,1,1,4,35,0.3,1,primary,25,,,28,55,2,0,57000
C67887,CENTAUR,"$1,037 ",$527 ,"$1,282 ",$40 ,"$1,796 ",18,46,25,75,0,Magician,48,3,55+,1,1,3,36,0.1,2,primary,,,,,3,3,0,1000000
C67888,CENTAUR,$45 ,$250 ,$38 ,$69 ,$155 ,1,23,1,115,14,Others,48,2,25-35,1,1,4,31,0.6,5,MBA,1,,,,1,,,0
C67889,CENTAUR,$10 ,$76 ,$25 ,$54 ,$146 ,2,18,0,104,15,Consultant,48,5,35-45,1,1,0,36,0.2,1,primary,4,,,1,5,,0,90000
C67890,CENTAUR,$191 ,$56 ,$219 ,$40 ,$132 ,5,5,2,87,0,Doctor,48,4,18-24,0,0,1,15,0.3,2,primary,1,,,1,2,,0,160382
C67891,CENTAUR,$60 ,$797 ,$383 ,$54 ,$424 ,14,33,19,85,1,Others,48,1,25-35,0,1,3,13,0.6,2,primary,,,,,0,,,0
C67892,CENTAUR,$10 ,$15 ,$25 ,$40 ,$100 ,0,0,0,0,0,Director,48,2,25-35,0,0,5,6,0.5,2,primary,,,,,0,,0,175000
C67893,COSMOS,$10 ,$291 ,$33 ,$52 ,$111 ,0,21,2,16,3,Teacher,7,2,35-45,0,0,1,39,0.5,2,primary,,,,2,4,2,1,0
C67894,COSMOS,"$1,556 ",$15 ,$545 ,$40 ,$112 ,23,0,45,26,0,Consultant,7,4,25-35,0,1,0,21,0.8,2,MBA,,,,1,2,1,0,150000
C67895,CENTAUR,$10 ,$64 ,$47 ,$43 ,$106 ,0,4,1,16,2,Consultant,7,4,45-55,0,0,4,33,0.6,2,primary,,,,1,1,,0,47000
C67896,CENTAUR,$10 ,$15 ,$25 ,$40 ,$100 ,0,0,0,0,0,Consultant,7,5,45-55,1,0,3,5,0.7,4,primary,3,,,1,6,2,0,120000
C67897,COSMOS,$178 ,$401 ,$179 ,$73 ,$168 ,4,49,7,148,11,Others,7,5,35-45,0,0,2,24,0.5,4,primary,,,,5,9,4,,0
C67898,EBONY,$392 ,$22 ,$178 ,$46 ,$170 ,4,1,5,93,4,Others,7,1,45-55,0,1,3,41,0.9,2,MBA,1,,,7,24,16,,0
C67899,EBONY,$10 ,$193 ,$25 ,$49 ,$118 ,0,7,0,39,2,Teacher,7,3,25-35,1,0,0,15,0.7,2,primary,,,,1,3,2,0,250000
C67900,COSMOS,$10 ,$15 ,$25 ,$40 ,$100 ,0,0,0,4,0,Others,7,2,45-55,0,0,3,29,0.3,2,MBA,,,,11,13,2,,0
C67901,CENTAUR,"$2,119 ","$2,448 ","$1,753 ",$172 ,$697 ,19,122,25,277,13,Others,7,2,55+,1,1,4,16,0.7,2,MBA,15,,,1,25,9,,0
C67902,CENTAUR,"$2,474 ","$1,552 ",$276 ,$126 ,$364 ,22,132,13,326,30,Others,7,4,45-55,0,1,2,28,0.5,2,MBA,5,,,1,6,,,0
C67903,CENTAUR,$132 ,$422 ,$86 ,$46 ,$252 ,5,62,10,289,5,Magician,7,4,35-45,0,1,1,30,0.4,2,primary,3,,,,3,,0,85000
C67904,EBONY,$10 ,$69 ,$63 ,$40 ,$140 ,0,6,1,119,0,Teacher,7,5,18-24,0,0,2,2,0.9,2,MBA,,,,2,7,5,0,170000
C67905,ODYSSEY,$19 ,$73 ,$25 ,$90 ,$135 ,1,15,0,33,20,Others,7,3,35-45,0,0,5,15,0.3,1,primary,,,,7,11,4,,0
C67906,CENTAUR,"$2,535 ",$537 ,$315 ,$40 ,$336 ,7,17,11,232,0,Doctor,7,2,35-45,1,1,2,46,0.2,3,primary,24,,1,,25,,0,0
C67907,ODYSSEY,$805 ,$91 ,$71 ,$40 ,$108 ,18,12,2,26,0,Director,7,3,35-45,1,0,3,9,0.3,3,primary,5,,,,12,7,0,0
C67908,ODYSSEY,"$10,052 ","$4,073 ","$3,120 ",$45 ,$387 ,52,105,38,76,1,Consultant,7,2,25-35,1,0,0,22,0.1,2,primary,2,,,,3,1,0,1000000
C67909,COSMOS,"$1,558 ",$738 ,$60 ,$64 ,$410 ,14,67,2,294,9,Doctor,7,3,45-55,0,1,1,4,0.7,4,primary,25,,,14,69,30,,0
C67910,ODYSSEY,$80 ,"$1,558 ",$149 ,$285 ,$446 ,8,229,13,408,107,Others,7,4,18-24,0,0,3,30,0.8,4,primary,2,,,2,8,4,,0
C67911,COSMOS,$10 ,$191 ,$57 ,$78 ,$197 ,0,45,2,127,9,Others,7,4,25-35,1,1,2,49,0.5,5,primary,,2,,21,35,12,,0
C67912,COSMOS,$19 ,$35 ,$25 ,$90 ,$152 ,1,4,0,154,21,Consultant,7,5,25-35,0,0,2,24,0.7,2,primary,25,,,42,89,22,,120000
C67913,COSMOS,$10 ,$15 ,$47 ,$65 ,$154 ,0,0,1,55,8,Teacher,7,2,25-35,0,1,3,14,0.5,3,MBA,,,,3,10,7,,0
C67914,EBONY,$10 ,$134 ,$108 ,$72 ,$154 ,0,22,4,151,5,Others,7,2,35-45,1,0,4,29,0.6,4,MBA,,,,6,19,13,,0
C67915,COSMOS,$313 ,"$6,257 ",$438 ,$216 ,$365 ,23,293,15,267,41,Consultant,7,2,18-24,0,0,3,38,0.7,5,primary,,,,2,6,4,1,0
C67916,CENTAUR,$59 ,"$3,277 ",$488 ,$40 ,$871 ,1,80,4,168,0,Politician,7,3,35-45,0,1,1,9,0.2,3,MBA,4,,,,4,,0,2500000
C67917,ODYSSEY,$10 ,$364 ,$74 ,$55 ,$355 ,0,73,3,410,6,Others,7,4,35-45,1,1,0,12,1,1,MBA,,,,,21,21,,0
C67918,EBONY,$22 ,"$1,268 ",$98 ,$59 ,$140 ,5,277,12,142,25,Others,7,2,18-24,1,0,3,34,0.8,4,primary,25,,1,14,40,,,0
C67919,CENTAUR,$10 ,$15 ,$25 ,$59 ,$103 ,0,0,0,8,1,Consultant,7,1,18-24,1,0,0,18,0.7,2,primary,6,,1,,7,,0,50000
C67920,COSMOS,$10 ,$45 ,$25 ,$46 ,$136 ,0,5,0,51,4,Teacher,7,4,45-55,0,0,2,34,0.7,4,primary,,,,9,15,6,0,70000
C67921,COSMOS,$640 ,$403 ,$468 ,$51 ,$166 ,12,24,10,50,2,Director,7,5,55+,1,1,2,11,0.6,2,primary,,,,1,1,,0,0
C67922,CENTAUR,$368 ,$304 ,$508 ,$116 ,$383 ,4,14,6,180,9,Others,7,3,35-45,1,0,1,37,0.4,3,MBA,,,,1,1,,,0
C67923,COSMOS,$586 ,$48 ,$169 ,$42 ,$110 ,6,14,6,27,2,Magician,7,2,45-55,1,0,1,34,0.7,2,primary,,,,2,6,4,0,112000
C67924,COSMOS,$10 ,$15 ,$25 ,$40 ,$126 ,0,0,0,32,0,Director,7,4,18-24,1,0,4,8,0.8,3,MBA,,,,1,3,2,0,100000
